LineId,Level,Component,PID,Content,EventId,EventTemplate,Datetime
940,combo,ftpd,14114.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
941,combo,ftpd,14115.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
942,combo,ftpd,14116.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
943,combo,ftpd,14118.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
944,combo,ftpd,14119.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
945,combo,ftpd,14117.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:45
946,combo,ftpd,14120.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:47
947,combo,ftpd,14121.0,connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-07 23:09:50
948,combo,su(pam_unix),14943.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-08 04:04:19
949,combo,su(pam_unix),14943.0,session closed for user cyrus,E101,session closed for user <*>,2024-07-08 04:04:19
950,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2024-07-08 04:04:20
951,combo,su(pam_unix),19593.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-08 04:12:07
952,combo,su(pam_unix),19593.0,session closed for user news,E101,session closed for user <*>,2024-07-08 04:12:08
953,combo,sshd(pam_unix),20963.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,2024-07-08 20:14:55
954,combo,sshd(pam_unix),20969.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,2024-07-08 20:14:56
955,combo,sshd(pam_unix),20968.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,2024-07-08 20:14:56
956,combo,sshd(pam_unix),20964.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,2024-07-08 20:14:56
957,combo,su(pam_unix),21991.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-09 04:04:23
958,combo,su(pam_unix),21991.0,session closed for user cyrus,E101,session closed for user <*>,2024-07-09 04:04:24
959,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2024-07-09 04:04:25
960,combo,su(pam_unix),22368.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-09 04:10:11
961,combo,su(pam_unix),22368.0,session closed for user news,E101,session closed for user <*>,2024-07-09 04:10:12
962,combo,ftpd,23028.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
963,combo,ftpd,23027.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
964,combo,ftpd,23026.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
965,combo,ftpd,23032.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
966,combo,ftpd,23030.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
967,combo,ftpd,23031.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
968,combo,ftpd,23035.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
969,combo,ftpd,23038.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
970,combo,ftpd,23037.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
971,combo,ftpd,23029.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
972,combo,ftpd,23036.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
973,combo,ftpd,23046.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
974,combo,ftpd,23048.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
975,combo,ftpd,23045.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
976,combo,ftpd,23043.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
977,combo,ftpd,23040.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
978,combo,ftpd,23044.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
979,combo,ftpd,23039.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
980,combo,ftpd,23041.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
981,combo,ftpd,23047.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
982,combo,ftpd,23033.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
983,combo,ftpd,23042.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
984,combo,ftpd,23034.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 11:35:59
985,combo,ftpd,23140.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
986,combo,ftpd,23143.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
987,combo,ftpd,23142.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
988,combo,ftpd,23141.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
989,combo,ftpd,23144.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
990,combo,ftpd,23145.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
991,combo,ftpd,23146.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
992,combo,ftpd,23148.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
993,combo,ftpd,23149.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
994,combo,ftpd,23150.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
995,combo,ftpd,23147.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:49
996,combo,ftpd,23151.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:51
997,combo,ftpd,23152.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:51
998,combo,ftpd,23153.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:51
999,combo,ftpd,23155.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:51
1000,combo,ftpd,23154.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:51
1001,combo,ftpd,23156.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:52
1002,combo,ftpd,23157.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:16:52
1003,combo,ftpd,23204.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1004,combo,ftpd,23216.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1005,combo,ftpd,23215.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1006,combo,ftpd,23205.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1007,combo,ftpd,23217.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1008,combo,ftpd,23206.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1009,combo,ftpd,23207.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1010,combo,ftpd,23208.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1011,combo,ftpd,23209.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1012,combo,ftpd,23219.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1013,combo,ftpd,23210.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1014,combo,ftpd,23218.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1015,combo,ftpd,23213.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1016,combo,ftpd,23212.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1017,combo,ftpd,23211.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1018,combo,ftpd,23220.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1019,combo,ftpd,23214.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1020,combo,ftpd,23221.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:44
1021,combo,ftpd,23222.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:45
1022,combo,ftpd,23223.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:45
1023,combo,ftpd,23224.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:45
1024,combo,ftpd,23225.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:45
1025,combo,ftpd,23226.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 12:59:45
1026,combo,sshd(pam_unix),23780.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:06
1027,combo,sshd(pam_unix),23781.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:06
1028,combo,sshd(pam_unix),23784.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:06
1029,combo,sshd(pam_unix),23786.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:07
1030,combo,sshd(pam_unix),23788.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:09
1031,combo,sshd(pam_unix),23790.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:09
1032,combo,sshd(pam_unix),23792.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:10
1033,combo,sshd(pam_unix),23794.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:12
1034,combo,sshd(pam_unix),23796.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:13
1035,combo,sshd(pam_unix),23798.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-09 19:34:14
1036,combo,ftpd,24085.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1037,combo,ftpd,24088.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1038,combo,ftpd,24087.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1039,combo,ftpd,24089.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1040,combo,ftpd,24090.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1041,combo,ftpd,24091.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:19
1042,combo,ftpd,24081.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1043,combo,ftpd,24071.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1044,combo,ftpd,24077.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1045,combo,ftpd,24086.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1046,combo,ftpd,24069.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1047,combo,ftpd,24074.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1048,combo,ftpd,24079.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1049,combo,ftpd,24072.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1050,combo,ftpd,24076.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1051,combo,ftpd,24075.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1052,combo,ftpd,24078.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1053,combo,ftpd,24080.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1054,combo,ftpd,24084.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1055,combo,ftpd,24070.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1056,combo,ftpd,24083.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1057,combo,ftpd,24082.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1058,combo,ftpd,24073.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-09 22:53:22
1059,combo,ftpd,24513.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1060,combo,ftpd,24512.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1061,combo,ftpd,24519.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1062,combo,ftpd,24514.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1063,combo,ftpd,24515.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1064,combo,ftpd,24516.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1065,combo,ftpd,24517.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1066,combo,ftpd,24521.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1067,combo,ftpd,24520.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1068,combo,ftpd,24522.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1069,combo,ftpd,24518.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1070,combo,ftpd,24523.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1071,combo,ftpd,24524.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1072,combo,ftpd,24525.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1073,combo,ftpd,24526.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1074,combo,ftpd,24527.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1075,combo,ftpd,24528.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1076,combo,ftpd,24529.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1077,combo,ftpd,24530.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1078,combo,ftpd,24531.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1079,combo,ftpd,24532.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1080,combo,ftpd,24533.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1081,combo,ftpd,24534.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 03:55:15
1082,combo,su(pam_unix),24898.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-10 04:04:31
1083,combo,su(pam_unix),24898.0,session closed for user cyrus,E101,session closed for user <*>,2024-07-10 04:04:32
1084,combo,cups,,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,2024-07-10 04:04:33
1085,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded,2024-07-10 04:04:39
1086,combo,syslogd 1.4.1,,restart.,E90,restart.,2024-07-10 04:04:46
1087,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2024-07-10 04:04:46
1088,combo,su(pam_unix),26353.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2024-07-10 04:10:47
1089,combo,su(pam_unix),26353.0,session closed for user news,E101,session closed for user <*>,2024-07-10 04:10:47
1090,combo,ftpd,29726.0,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 07:24:24
1091,combo,ftpd,29725.0,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 07:24:24
1092,combo,ftpd,29719.0,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-10 07:24:24
